ESTUDIANTE,PERIODO,PERIODO_KEY,facultad,carrera,nivel,materias_cursadas,promedio_periodo,asistencia_prom,reprobadas,aprobadas,max_no_vez,repitencia_prom,tasa_reprobacion,es_ultimo_periodo,DESERCION_NEXT
Estudiante 1,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,0.0,0.0,7,0,1,1.0,1.0,True,1
Estudiante 10,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.072857142857142,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 100,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,5,8.416,95.6,0,5,1,1.0,0.0,False,0
Estudiante 100,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,6,7.828333333333333,74.0,1,5,1,1.0,0.1666666666666666,False,0
Estudiante 100,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,5,8.136,72.8,0,5,2,1.2,0.0,False,0
Estudiante 101,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,0.0,0.0,1,0,1,1.0,1.0,True,1
Estudiante 102,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,7.43,90.0,0,1,1,1.0,0.0,True,1
Estudiante 103,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,9.0,97.0,0,1,1,1.0,0.0,True,1
Estudiante 104,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,0.0,0.0,1,0,1,1.0,1.0,True,1
Estudiante 105,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,0.0,0.0,1,0,1,1.0,1.0,True,1
Estudiante 106,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,7.44,100.0,0,1,1,1.0,0.0,False,0
Estudiante 107,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.151428571428571,97.28571428571428,0,7,1,1.0,0.0,False,0
Estudiante 107,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,9.042857142857144,97.85714285714286,0,7,1,1.0,0.0,False,0
Estudiante 108,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.292857142857144,98.0,0,7,1,1.0,0.0,False,0
Estudiante 108,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.904285714285715,98.57142857142856,0,7,1,1.0,0.0,False,0
Estudiante 109,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.662857142857143,94.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 109,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.064285714285713,95.0,0,7,1,1.0,0.0,False,0
Estudiante 11,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.677142857142858,98.85714285714286,0,7,1,1.0,0.0,False,0
Estudiante 110,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.905714285714286,97.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 110,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.811428571428571,96.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 111,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.78,98.0,0,7,1,1.0,0.0,False,0
Estudiante 111,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,7.868571428571428,98.0,0,7,1,1.0,0.0,False,0
Estudiante 112,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.391428571428571,99.0,0,7,1,1.0,0.0,False,0
Estudiante 112,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,9.207142857142856,96.28571428571428,0,7,1,1.0,0.0,False,0
Estudiante 113,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.525714285714286,93.0,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 113,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,6,7.905,90.0,1,5,2,1.1666666666666667,0.1666666666666666,False,0
Estudiante 113,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,6,6.2316666666666665,79.83333333333333,3,3,2,1.1666666666666667,0.5,True,1
Estudiante 114,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.08,99.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 114,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,0.1542857142857143,6.285714285714286,7,0,1,1.0,1.0,True,1
Estudiante 115,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.308571428571428,99.0,0,7,1,1.0,0.0,False,0
Estudiante 115,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,6.898571428571429,94.71428571428572,3,4,1,1.0,0.4285714285714285,False,0
Estudiante 116,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.141428571428571,95.71428571428572,0,7,1,1.0,0.0,False,0
Estudiante 116,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,7.704285714285715,96.42857142857144,2,5,1,1.0,0.2857142857142857,False,0
Estudiante 116,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,5,8.348,100.0,0,5,2,1.4,0.0,False,0
Estudiante 117,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.171428571428573,99.28571428571428,0,7,1,1.0,0.0,False,0
Estudiante 117,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,6,8.905,99.0,0,6,1,1.0,0.0,False,0
Estudiante 118,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.562857142857142,99.0,0,7,1,1.0,0.0,False,0
Estudiante 118,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,7.438571428571429,94.42857142857144,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 119,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.008571428571427,95.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 119,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.712857142857143,93.28571428571428,0,7,1,1.0,0.0,False,0
Estudiante 12,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.57,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 120,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.147142857142857,99.14285714285714,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 120,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,6,7.971666666666667,97.66666666666669,1,5,2,1.1666666666666667,0.1666666666666666,False,0
Estudiante 120,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,6,7.438333333333333,95.33333333333331,1,5,2,1.1666666666666667,0.1666666666666666,False,0
Estudiante 121,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.84,99.14285714285714,0,7,1,1.0,0.0,False,0
Estudiante 121,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.774285714285714,97.0,0,7,1,1.0,0.0,False,0
Estudiante 122,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.838571428571429,100.0,0,7,1,1.0,0.0,False,0
Estudiante 122,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,0.8057142857142857,10.714285714285714,7,0,1,1.0,1.0,True,1
Estudiante 123,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.127142857142857,94.14285714285714,0,7,1,1.0,0.0,False,0
Estudiante 123,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.017142857142856,93.14285714285714,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 124,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.495714285714286,100.0,0,7,1,1.0,0.0,False,0
Estudiante 124,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.321428571428571,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 125,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.961428571428572,100.0,0,7,1,1.0,0.0,False,0
Estudiante 125,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.624285714285715,99.14285714285714,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 126,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.105714285714289,94.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 126,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,0.0,0.0,7,0,1,1.0,1.0,True,1
Estudiante 127,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.484285714285715,98.71428571428572,0,7,1,1.0,0.0,False,0
Estudiante 127,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.592857142857143,96.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 128,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.707142857142857,99.0,0,7,1,1.0,0.0,False,0
Estudiante 128,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.777142857142858,99.14285714285714,0,7,1,1.0,0.0,False,0
Estudiante 129,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.124285714285715,99.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 129,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,9.39,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 13,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.472857142857142,97.85714285714286,0,7,1,1.0,0.0,False,0
Estudiante 130,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.398571428571428,100.0,0,7,1,1.0,0.0,False,0
Estudiante 130,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,7.792857142857144,97.71428571428572,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 131,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.348571428571429,100.0,0,7,1,1.0,0.0,False,0
Estudiante 131,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,9.255714285714284,99.14285714285714,0,7,1,1.0,0.0,False,0
Estudiante 132,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.19,100.0,0,7,1,1.0,0.0,False,0
Estudiante 132,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,9.005714285714285,99.14285714285714,0,7,1,1.0,0.0,False,0
Estudiante 133,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.545714285714286,100.0,0,7,1,1.0,0.0,False,0
Estudiante 133,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.31857142857143,98.57142857142856,0,7,1,1.0,0.0,False,0
Estudiante 134,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,8,8.20375,74.5,0,8,1,0.75,0.0,False,0
Estudiante 134,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,7.664285714285714,97.42857142857144,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 134,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,6,8.781666666666666,98.33333333333331,0,6,2,1.1666666666666667,0.0,False,0
Estudiante 135,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.11,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 135,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,9.212857142857144,96.28571428571428,0,7,1,1.0,0.0,False,0
Estudiante 136,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.845714285714286,95.57142857142856,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 136,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,5,0.0,0.0,5,0,1,1.0,1.0,True,1
Estudiante 137,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.244285714285716,93.14285714285714,0,7,1,1.0,0.0,False,0
Estudiante 137,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,9.301428571428572,96.57142857142856,0,7,1,1.0,0.0,False,0
Estudiante 138,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,5,9.182,100.0,0,5,1,1.0,0.0,False,0
Estudiante 138,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,6,8.706666666666667,98.33333333333331,0,6,1,1.0,0.0,False,0
Estudiante 139,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.662857142857144,98.85714285714286,0,7,1,1.0,0.0,False,0
Estudiante 139,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.197142857142856,94.42857142857144,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 14,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,0.0,0.0,7,0,1,1.0,1.0,True,1
Estudiante 140,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.564285714285715,99.14285714285714,0,7,1,1.0,0.0,False,0
Estudiante 140,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.285714285714286,99.14285714285714,0,7,1,1.0,0.0,False,0
Estudiante 141,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.051428571428572,100.0,0,7,1,1.0,0.0,False,0
Estudiante 141,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,9.02,99.14285714285714,0,7,1,1.0,0.0,False,0
Estudiante 142,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.367142857142856,100.0,0,7,1,1.0,0.0,False,0
Estudiante 142,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,9.595714285714283,99.14285714285714,0,7,1,1.0,0.0,False,0
Estudiante 143,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.814285714285715,100.0,0,7,1,1.0,0.0,False,0
Estudiante 143,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.424285714285714,92.28571428571428,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 144,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.845714285714283,100.0,0,7,1,1.0,0.0,False,0
Estudiante 144,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,9.76142857142857,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 145,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.218571428571428,94.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 145,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,8.862857142857143,96.14285714285714,0,7,1,1.0,0.0,False,0
Estudiante 146,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.477142857142857,98.71428571428572,0,7,1,1.0,0.0,False,0
Estudiante 146,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,7,9.357142857142858,98.57142857142856,0,7,1,1.0,0.0,False,0
Estudiante 147,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.805714285714286,99.42857142857144,0,7,1,1.0,0.0,False,0
