ESTUDIANTE,PERIODO,PERIODO_KEY,facultad,carrera,nivel,materias_cursadas,promedio_periodo,asistencia_prom,reprobadas,aprobadas,max_no_vez,repitencia_prom,tasa_reprobacion,es_ultimo_periodo,DESERCION_NEXT
Estudiante 44,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.592857142857143,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 444,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,1.7257142857142858,47.57142857142857,7,0,1,1.0,1.0,True,1
Estudiante 445,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,0.8757142857142857,9.142857142857142,7,0,1,1.0,1.0,True,1
Estudiante 446,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,6,0.0,8.0,6,0,1,1.0,1.0,True,1
Estudiante 447,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,1.8657142857142857,12.571428571428571,7,0,1,1.0,1.0,True,1
Estudiante 448,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,3.281428571428571,40.42857142857143,7,0,1,1.0,1.0,True,1
Estudiante 449,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,0.4457142857142857,0.0,7,0,1,1.0,1.0,True,1
Estudiante 45,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.762857142857143,97.85714285714286,0,7,1,1.0,0.0,False,0
Estudiante 450,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,0.2357142857142857,0.0,7,0,1,1.0,1.0,True,1
Estudiante 451,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,6,3.246666666666666,62.0,6,0,1,1.0,1.0,True,1
Estudiante 452,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,1.9042857142857144,12.571428571428571,7,0,1,1.0,1.0,True,1
Estudiante 453,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,6,6.755,96.16666666666669,3,3,1,1.0,0.5,True,1
Estudiante 454,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,3,0.7833333333333333,0.0,3,0,1,1.0,1.0,True,1
Estudiante 455,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,5,2.728,29.8,4,1,1,1.0,0.8,True,1
Estudiante 456,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,8.76,100.0,0,1,1,1.0,0.0,True,1
Estudiante 457,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,9.4,100.0,0,1,1,1.0,0.0,True,1
Estudiante 458,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,8.76,96.0,0,1,1,1.0,0.0,True,1
Estudiante 459,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,9.13,100.0,0,1,1,1.0,0.0,True,1
Estudiante 46,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.37,92.85714285714286,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 460,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,6.43,96.0,1,0,1,1.0,1.0,True,1
Estudiante 461,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,7.93,96.0,0,1,1,1.0,0.0,True,1
Estudiante 462,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,9.44,100.0,0,1,1,1.0,0.0,True,1
Estudiante 463,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,8.5,100.0,0,1,1,1.0,0.0,True,1
Estudiante 464,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,7.61,93.0,0,1,1,1.0,0.0,True,1
Estudiante 465,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,2.74,0.0,1,0,1,1.0,1.0,True,1
Estudiante 466,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,8.87,96.0,0,1,1,1.0,0.0,True,1
Estudiante 467,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,8.16,100.0,0,1,1,1.0,0.0,True,1
Estudiante 468,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,8.77,100.0,0,1,1,1.0,0.0,True,1
Estudiante 469,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,7.54,76.0,0,1,1,1.0,0.0,True,1
Estudiante 47,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.292857142857143,99.57142857142856,0,7,1,1.0,0.0,False,0
Estudiante 470,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,7.64,94.0,0,1,1,1.0,0.0,True,1
Estudiante 471,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,6.33,94.0,1,0,1,1.0,1.0,True,1
Estudiante 48,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,6,0.0,0.0,6,0,1,1.0,1.0,True,1
Estudiante 49,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.94,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 5,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.094285714285713,97.28571428571428,3,4,1,1.0,0.4285714285714285,False,0
Estudiante 50,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.274285714285714,98.42857142857144,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 51,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.345714285714285,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 52,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,3.2857142857142856,50.0,6,1,1,1.0,0.8571428571428571,False,0
Estudiante 53,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.254285714285714,90.28571428571428,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 54,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,2.05,66.0,7,0,1,1.0,1.0,True,1
Estudiante 55,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.371428571428572,96.42857142857144,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 56,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.854285714285714,98.85714285714286,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 57,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,6.512857142857143,93.42857142857144,3,4,1,1.0,0.4285714285714285,False,0
Estudiante 57,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,5,0.798,9.6,5,0,2,1.6,1.0,False,0
Estudiante 57,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,5,7.953999999999999,76.4,0,5,3,2.4,0.0,False,0
Estudiante 58,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.598571428571429,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 59,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.608571428571429,93.28571428571428,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 6,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.248571428571427,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 60,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,6.3,96.0,3,4,1,1.0,0.4285714285714285,False,0
Estudiante 60,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,5,4.954,51.0,3,2,2,1.6,0.6,False,0
Estudiante 60,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,6,6.65,76.33333333333333,1,5,3,1.8333333333333333,0.1666666666666666,False,0
Estudiante 61,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.954285714285715,94.57142857142856,1,6,1,1.0,0.1428571428571428,True,1
Estudiante 62,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,0.6671428571428571,0.0,7,0,1,1.0,1.0,True,1
Estudiante 63,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,1.747142857142857,30.571428571428573,7,0,1,1.0,1.0,True,1
Estudiante 64,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.641428571428571,93.28571428571428,0,7,1,1.0,0.0,False,0
Estudiante 65,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.51142857142857,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 66,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.464285714285714,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 67,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,5,4.247999999999999,66.8,3,2,1,1.0,0.6,False,0
Estudiante 68,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.17,98.42857142857144,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 69,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,5.927142857142857,93.85714285714286,5,2,1,1.0,0.7142857142857143,False,0
Estudiante 7,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.777142857142857,97.42857142857144,2,5,1,1.0,0.2857142857142857,False,0
Estudiante 70,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.698571428571428,96.14285714285714,2,5,1,1.0,0.2857142857142857,True,1
Estudiante 71,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.05,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 72,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.885714285714286,97.85714285714286,0,7,1,1.0,0.0,False,0
Estudiante 73,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,9.205714285714285,99.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 74,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.191428571428572,97.85714285714286,0,7,1,1.0,0.0,False,0
Estudiante 75,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.15,97.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 76,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,6.332857142857143,83.71428571428571,2,5,1,1.0,0.2857142857142857,False,0
Estudiante 77,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,0.0,0.0,7,0,1,1.0,1.0,True,1
Estudiante 78,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,0.4785714285714286,14.285714285714286,7,0,1,1.0,1.0,True,1
Estudiante 79,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,5,0.0,0.0,5,0,1,1.0,1.0,True,1
Estudiante 8,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.422857142857143,98.42857142857144,0,7,1,1.0,0.0,False,0
Estudiante 80,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,8.26142857142857,94.28571428571428,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 80,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,4,8.9225,93.5,0,4,2,1.25,0.0,False,0
Estudiante 81,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.734285714285714,95.14285714285714,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 81,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,6,6.2683333333333335,78.33333333333333,2,4,2,1.1666666666666667,0.3333333333333333,False,0
Estudiante 81,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,5,7.446,75.2,1,4,3,1.6,0.2,False,0
Estudiante 82,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.698571428571428,99.0,2,5,1,1.0,0.2857142857142857,False,0
Estudiante 82,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,4,7.3,96.75,2,2,2,1.5,0.5,True,1
Estudiante 83,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.85,96.0,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 83,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,6,5.836666666666666,91.16666666666669,3,3,2,1.1666666666666667,0.5,False,0
Estudiante 83,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,4,7.2975,89.5,0,4,3,2.0,0.0,False,0
Estudiante 84,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.501428571428572,89.85714285714286,2,5,1,1.0,0.2857142857142857,False,0
Estudiante 84,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,5,8.092,73.0,0,5,2,1.2,0.0,False,0
Estudiante 84,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,5,8.744,95.4,0,5,2,1.2,0.0,False,0
Estudiante 85,2023 - 2024 CII,"(2023, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,6,7.971666666666667,77.5,1,5,1,1.0,0.1666666666666666,False,0
Estudiante 85,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,5,7.87,94.8,0,5,1,1.0,0.0,False,0
Estudiante 85,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,3,5,8.476,74.2,0,5,2,1.2,0.0,False,0
Estudiante 86,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,7.035714285714286,83.28571428571429,1,6,1,1.0,0.1428571428571428,False,0
Estudiante 86,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,2,3,0.0,0.0,3,0,2,1.3333333333333333,1.0,True,1
Estudiante 87,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,7.8,97.0,0,1,1,1.0,0.0,True,1
Estudiante 88,2024 - 2025 CI,"(2024, 1, 'CI')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,5.625714285714285,86.57142857142857,6,1,1,1.0,0.8571428571428571,False,0
Estudiante 88,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,2,7.745,98.0,1,1,2,2.0,0.5,False,0
Estudiante 89,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,8.99,94.0,0,1,1,1.0,0.0,True,1
Estudiante 9,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,7,0.0,0.0,7,0,1,1.0,1.0,True,1
Estudiante 90,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,0.0,0.0,1,0,1,1.0,1.0,True,1
Estudiante 91,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,0.0,0.0,1,0,1,1.0,1.0,False,0
Estudiante 92,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,4.72,90.0,1,0,1,1.0,1.0,True,1
Estudiante 93,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,0.0,0.0,1,0,1,1.0,1.0,True,1
Estudiante 94,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,3.79,50.0,1,0,1,1.0,1.0,True,1
Estudiante 95,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,0.0,0.0,1,0,2,2.0,1.0,True,1
Estudiante 96,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,7.0,100.0,0,1,1,1.0,0.0,True,1
Estudiante 97,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,0.0,0.0,1,0,1,1.0,1.0,True,1
Estudiante 98,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,0.0,0.0,1,0,2,2.0,1.0,True,1
Estudiante 99,2024 - 2025 CII,"(2024, 2, 'CII')",CIENCIAS MATEMATICAS Y FISICAS,CIENCIA DE DATOS E INTELIGENCIA ARTIFICIAL,1,1,9.5,100.0,0,1,1,1.0,0.0,True,1
